index,student_id,full_name,date_of_birth,grade_level,emergency_contact,edad
5733,s06715,jessica reed,2017-03-02,3,+1-327-958-3439x612,8
5734,s06717,donna page,2010-04-22,3,+1-317-531-6709x62026,15
5735,s06718,andre ashley,2010-04-16,5,665.213.3469x4803,15
5736,s06719,kristin norris,2016-03-05,5,(950)478-8408x14950,9
5737,s06720,wendy smith,2018-12-05,2,(817)874-0102x2177,7
5738,s06721,dr. jennifer hernandez,2006-03-12,3,(645)247-3554,19
5739,s06722,melissa mitchell,2015-06-11,4,4102507344,10
5740,s06723,anita ward,2010-01-03,3,+1-791-790-1120x65933,15
5741,s06725,richard miller,2011-10-16,5,+1-243-361-2946x518,14
5742,s06726,erin petersen,2016-04-17,2,254-530-2928x67405,9
5743,s06727,carolyn brown,2011-03-10,1,+1-349-570-4708x5968,14
5744,s06728,aaron pena,2012-09-04,5,001-881-803-0049x01684,13
5745,s06729,cynthia smith,2018-01-21,3,(331)799-7121x06240,7
5746,s06730,carl garrett,2010-10-24,3,386.955.9772x707,15
5747,s06731,mitchell hawkins,2010-10-04,4,(899)911-6726,15
5748,s06732,jessica richardson,2016-10-10,4,600-586-6002x01030,9
5749,s06733,marcus potter,2009-01-29,3,(426)890-2790x480,16
5750,s06734,james edwards,2009-10-17,1,780.700.1842,16
5751,s06735,joanne jones,2012-12-13,2,900-832-4793x1907,13
5752,s06736,rachel mcdonald,2015-12-29,2,(356)635-6925x562,10
5753,s06737,thomas choi,2009-08-23,4,3882416351,16
5754,s06738,stacy mayo,2016-12-16,2,347.257.4545x890,9
5755,s06739,pamela soto phd,2014-05-05,5,894-801-8332,11
5756,s06740,shelby noble,2011-05-24,3,9755874585,14
5757,s06742,angela gonzalez,2009-08-03,4,2124857754,16
5758,s06743,matthew hopkins,2017-10-10,2,496-726-5505x5080,8
5759,s06744,stacey crawford,2007-09-12,1,+1-902-505-4588x75341,18
5760,s06745,april ferguson,2016-07-21,4,001-506-241-5209,9
5761,s06746,henry moore dvm,2006-12-29,5,230-695-7179,19
5762,s06747,alicia davis,2010-08-05,1,(266)731-5793x576,15
5763,s06748,henry sanchez,2017-05-15,2,233.894.5872,8
5764,s06749,cynthia estrada,2006-08-05,5,001-533-723-0122x812,19
5765,s06750,jacob zhang,2017-05-19,4,+1-808-795-0436x948,8
5766,s06751,penny wells,2006-10-25,4,001-537-915-7974,19
5767,s06752,mrs. nancy taylor,2009-02-21,5,001-399-591-7854x08156,16
5768,s06753,william hart,2013-02-01,5,(695)811-2244x81599,12
5769,s06754,fernando haynes,2010-11-03,4,+1-318-401-9038x366,15
5770,s06755,sierra bartlett,2012-12-23,2,+1-569-936-9496x6616,13
5771,s06756,justin hardy,2018-01-09,3,+1-218-257-1485,7
5772,s06757,dr. erin kennedy,2013-01-14,1,+1-481-611-6319,12
5773,s06758,lisa gomez,2014-07-06,2,2953468318,11
5774,s06760,joy gomez,2016-11-27,2,(297)788-5342x66361,9
5775,s06761,melissa cruz,2007-12-05,4,320.940.6364x107,18
5776,s06762,rebecca harris,2007-09-15,3,564-388-7991x444,18
5777,s06763,caleb evans,2017-06-21,1,617.653.0409x584,8
5778,s06764,sarah rios,2014-08-05,1,262.596.2678x10289,11
5779,s06765,olivia aguilar,2009-06-18,5,(253)810-0715x948,16
5780,s06766,jeffrey martinez,2009-04-21,2,701-908-6513x6742,16
5781,s06767,deborah brewer,2015-06-17,2,379-985-1183,10
5782,s06768,daniel manning,2011-09-22,1,(955)605-4166,14
5783,s06770,william sharp,2006-12-19,5,912.630.4251,19
5784,s06771,christopher alvarez,2012-03-10,2,9167770078,13
5785,s06772,brandon steele,2013-12-31,1,753-937-8206,12
5786,s06773,mary ferguson,2007-12-04,3,+1-723-495-2993x8575,18
5787,s06774,ashley pearson,2006-08-11,4,001-501-633-4592x106,19
5788,s06775,kenneth drake,2011-06-04,2,4563805151,14
5789,s06776,sergio alvarez,2015-01-24,1,521-917-3590x7855,10
5790,s06777,julia garcia,2018-02-14,2,251.815.8130x07542,7
5791,s06778,carmen skinner,2007-07-15,4,+1-361-207-1416,18
5792,s06779,stephanie thompson,2018-06-14,3,290-847-3146,7
5793,s06780,tina higgins,2018-06-10,5,485-711-4909x49834,7
5794,s06781,valerie mcdonald,2015-11-10,2,3337309842,10
5795,s06782,paul williams,2008-02-11,4,(285)851-8082x20138,17
5796,s06783,christina thomas,2014-02-21,2,205.326.8262x749,11
5797,s06784,robert walker,2009-08-23,2,(724)285-9673x734,16
5798,s06785,michelle jacobson,2006-03-29,4,5013169167,19
5799,s06786,monica ford,2014-12-06,1,001-922-526-7226x5232,11
5800,s06787,jeffery burke,2019-01-30,4,412-845-2524x9558,6
5801,s06788,clarence daniels,2015-12-28,5,224.300.7889,10
5802,s06789,daniel dyer,2017-05-13,3,7605460633,8
5803,s06790,michael blake,2007-02-11,5,565-883-0023x2468,18
5804,s06791,scott turner jr.,2009-12-15,3,538.656.1467x5702,16
5805,s06792,diane medina,2007-03-07,5,587-597-7751,18
5806,s06793,kyle baldwin,2014-02-19,3,(377)604-5498x595,11
5807,s06794,katherine jacobs,2007-05-16,2,914-487-5501x3188,18
5808,s06795,cody campbell,2012-02-06,3,752-287-9848x114,13
5809,s06796,martin coleman,2011-11-02,1,+1-982-285-8123,14
5810,s06797,carlos cooper,2016-10-14,3,488.705.8815,9
5811,s06798,charles rhodes,2009-05-26,4,001-201-702-0516,16
5812,s06800,amy smith,2016-09-20,2,001-420-698-5323x897,9
5813,s06801,joyce buck,2008-01-31,3,001-460-206-8025x74715,17
5814,s06802,jessica alvarado,2009-06-19,2,588-632-5955x7691,16
5815,s06803,nathan sanchez,2012-02-16,5,(351)703-4261x590,13
5816,s06805,nathan lopez,2016-07-12,2,940-971-2962x6795,9
5817,s06806,katherine craig,2007-08-07,1,612.799.6583x6653,18
5818,s06807,richard christian md,2017-09-15,5,829-722-3958x3076,8
5819,s06808,luis stanley,2015-01-26,1,(750)211-9176x0008,10
5820,s06809,shannon hester,2016-08-23,4,776-881-8502x4760,9
5821,s06810,angela howard,2015-09-29,3,530-366-7746,10
5822,s06811,hannah kelly,2006-10-06,5,611-270-3862,19
5823,s06812,victoria martin,2008-03-12,2,441-400-5513x3508,17
5824,s06813,allison martinez,2011-10-31,2,001-756-484-9504,14
5825,s06814,ryan mitchell,2008-06-08,1,227.446.8115,17
5826,s06815,lawrence mitchell,2018-09-10,2,(667)756-7765x61281,7
5827,s06816,lindsay compton,2007-12-31,5,(422)756-7135,18
5828,s06817,jacqueline harvey,2007-07-09,2,+1-738-386-5868x5469,18
5829,s06818,stephanie davis,2012-06-25,2,2753283085,13
5830,s06819,craig lucas,2016-03-01,3,+1-560-484-3500x459,9
5831,s06823,alexander thomas,2008-08-11,3,478.560.1272x67156,17
5832,s06824,david mills,2017-04-03,4,+1-396-315-4905,8
5833,s06826,kelly osborne,2012-02-07,2,+1-780-690-2044x2453,13
5834,s06827,james robertson,2006-08-26,4,+1-355-211-5338x2643,19
5835,s06828,david schultz,2007-07-15,5,+1-320-467-7306x8752,18
5836,s06829,jennifer young,2011-08-23,3,(634)304-2040x6100,14
5837,s06830,rebecca trevino,2014-03-04,1,404-254-2863x2336,11
5838,s06832,christopher george,2009-01-01,4,001-611-573-2332x9215,16
5839,s06833,janet rogers,2012-07-30,2,5485453994,13
5840,s06834,javier young,2008-01-24,2,700.360.5278,17
5841,s06835,greg huerta,2007-09-19,5,298.917.8426,18
5842,s06836,joel hall,2016-02-12,1,+1-906-874-6196x849,9
5843,s06837,lauren sanders,2010-06-28,5,268-705-8332,15
5844,s06838,elizabeth thomas,2009-03-14,5,3086510722,16
5845,s06839,andrew guerrero,2011-03-06,1,+1-266-827-5970x5330,14
5846,s06840,michael white,2014-04-22,3,(297)317-9362,11
5847,s06841,kenneth mills,2006-10-11,4,(211)863-3391,19
5848,s06842,sarah richards,2016-06-23,4,3499255711,9
5849,s06843,rebecca flynn,2019-01-13,2,558-419-6040,6
5850,s06844,jamie jones,2013-06-09,4,924-460-2661x249,12
5851,s06845,adrienne ball,2014-01-06,5,(318)768-6368,11
5852,s06846,gina williams,2017-08-16,4,972-777-9037x30689,8
5853,s06848,theodore mcmahon,2007-01-25,5,7718426331,18
5854,s06849,paul ellis,2006-08-24,3,558.440.3130,19
5855,s06850,david franklin jr.,2012-01-13,5,001-459-617-6966x773,13
5856,s06851,charles sutton,2007-02-14,1,290.603.0613,18
5857,s06852,allison white,2014-05-20,4,(469)248-2654x63023,11
5858,s06853,pamela nguyen,2018-05-10,5,7546004104,7
5859,s06854,matthew cruz,2015-11-27,5,874-474-6267,10
5860,s06855,brittney andersen,2017-07-21,2,887.447.8043x393,8
5861,s06856,cassandra quinn,2014-03-11,3,(326)290-3602x391,11
5862,s06857,melissa thomas,2018-10-03,5,001-411-787-7280x83093,7
5863,s06858,matthew koch,2014-12-26,5,8538696306,11
5864,s06859,heather smith,2011-04-10,3,253-726-4610,14
5865,s06860,eric glover,2010-12-20,1,2124720624,15
5866,s06861,anthony castillo,2007-04-21,4,352.683.5937x327,18
5867,s06862,ian figueroa,2016-10-01,3,001-486-529-4655,9
5868,s06863,katie moore,2012-09-27,2,206-589-4446,13
5869,s06864,mario wang,2011-02-05,3,+1-482-888-5015x668,14
5870,s06867,kevin thompson,2012-09-03,3,+1-539-824-0821x80220,13
5871,s06868,daniel thomas,2019-02-13,4,(979)582-8976x221,6
5872,s06869,christina ibarra,2010-09-15,5,(277)728-5629,15
5873,s06870,marcus baker,2011-11-21,1,794.513.8693x6741,14
5874,s06872,amanda graham,2010-05-01,2,(700)390-3602x77832,15
5875,s06873,barry mata,2007-03-27,1,353.727.4169x49116,18
5876,s06874,valerie ponce,2007-11-02,2,700.597.9198x8168,18
5877,s06875,barbara kirby,2014-01-19,5,2374998242,11
5878,s06876,stephen wells,2016-05-13,2,610.771.2510x007,9
5879,s06877,jon guzman,2013-04-21,3,(723)355-0452x76961,12
5880,s06878,joel campbell,2010-06-10,3,001-930-299-6843x752,15
5881,s06879,brad smith,2010-05-18,4,947.426.2769,15
5882,s06880,catherine dixon,2007-10-26,4,001-740-409-6357,18
5883,s06881,joseph lawson,2008-07-06,2,+1-558-282-4539,17
5884,s06882,deborah shaw,2014-06-29,1,(300)519-4756x541,11
5885,s06883,daniel cross,2006-11-05,5,786.902.6296x73250,19
5886,s06884,jose blake,2006-10-15,3,+1-903-870-4848x555,19
5887,s06885,lisa gibson,2014-02-04,2,744.653.0801,11
5888,s06886,raymond martinez,2013-11-20,5,700.826.0937x3433,12
5889,s06887,leonard logan,2017-05-14,1,554.232.1250,8
5890,s06888,amanda bryant,2006-11-18,5,(319)946-4213x9906,19
5891,s06889,angie rodriguez,2006-11-25,4,2575013247,19
5892,s06890,christopher mcdonald,2015-11-28,3,634-779-2891x8965,10
5893,s06892,brandon huang,2007-08-11,2,001-449-599-7936x9259,18
5894,s06893,julia woodard,2014-05-21,4,(605)258-1279x43566,11
5895,s06894,mary sherman,2010-02-21,4,523.425.9952,15
5896,s06895,jordan duncan,2007-09-24,5,369.412.4092x96608,18
5897,s06896,carlos nguyen,2006-04-19,3,738.232.3529x5828,19
5898,s06897,scott garza,2015-09-27,2,670-676-0175,10
5899,s06898,louis calderon,2016-02-01,5,534.647.4360x311,9
5900,s06899,christopher melendez,2018-06-26,5,6199009271,7
5901,s06900,angie mcknight,2007-11-25,2,+1-564-426-6533,18
5902,s06901,kenneth buchanan,2011-04-13,2,8429327595,14
5903,s06902,christian clay,2006-06-16,5,5965359631,19
5904,s06903,jacob lee,2019-01-29,5,(585)276-7750x683,6
5905,s06904,mark lane,2016-07-06,1,001-563-324-8721,9
5906,s06905,jodi avila,2007-10-07,3,(788)422-2061x616,18
5907,s06906,gail mcclure,2006-09-21,4,7988597701,19
5908,s06907,angela pruitt,2014-01-25,5,212-958-3303x37815,11
5909,s06908,john rodriguez,2008-03-27,3,001-637-263-0337x7098,17
5910,s06909,joseph murphy,2008-07-26,4,001-888-255-2785x4646,17
5911,s06910,scott bishop,2018-08-17,2,(755)335-4514,7
5912,s06912,karen hale,2012-06-27,4,+1-548-897-7436,13
5913,s06913,belinda pearson,2009-10-09,2,+1-953-881-6182x3135,16
5914,s06914,rachel brooks,2013-12-02,1,+1-440-935-9908x37028,12
5915,s06915,erin jimenez,2012-08-14,5,731.608.9732,13
5916,s06916,elizabeth simon,2014-07-04,5,319.307.8975x640,11
5917,s06918,ashley ochoa,2013-11-08,5,220.732.0382x91523,12
5918,s06919,haley howell,2016-11-09,5,715.891.2751x697,9
5919,s06921,donald medina,2011-03-30,4,494.836.6448x73998,14
5920,s06922,alicia underwood,2010-12-08,5,347-706-2599x6730,15
5921,s06923,james miller,2015-05-23,1,620-278-7937x107,10
5922,s06924,heidi rogers,2018-03-23,1,(342)748-0406x14901,7
5923,s06925,hannah huber,2013-02-26,3,(572)767-0140,12
5924,s06926,brandi williams,2018-11-19,2,(916)737-1487x70221,7
5925,s06927,douglas delgado,2014-12-21,4,(754)711-8407x803,11
5926,s06928,jason grimes,2019-01-14,4,979-287-1359x78172,6
5927,s06929,bruce taylor,2017-06-21,3,217-347-9839x97806,8
5928,s06930,kari thompson,2009-06-17,3,+1-245-556-2597x2831,16
5929,s06931,justin garner,2014-09-12,3,305-762-5659,11
5930,s06933,robert dunn,2014-07-06,2,+1-456-871-1686,11
5931,s06934,jennifer holden,2017-04-02,1,(282)277-0590x849,8
5932,s06936,carl banks,2015-06-26,2,588-820-1254x67175,10
5933,s06937,ryan shields,2016-12-29,4,+1-688-768-3010,9
5934,s06938,angel boyer,2007-01-28,2,9163634016,18
5935,s06939,whitney harvey,2014-07-15,1,+1-646-389-6628x93414,11
5936,s06940,christian garza,2016-01-27,5,590.715.9426,9
5937,s06942,brian matthews,2007-06-13,4,001-299-697-4490x77554,18
5938,s06943,matthew weaver,2017-04-30,2,001-540-678-5113x6244,8
5939,s06944,joshua brown,2016-10-27,2,550.594.4724,9
5940,s06945,stacey gomez,2013-04-03,3,859.653.5952x5527,12
5941,s06946,howard dalton,2016-08-14,4,654-839-0468,9
5942,s06947,edward fleming,2008-10-02,1,(317)543-2893,17
5943,s06948,gregory hoffman,2012-07-26,5,307.623.3715x739,13
5944,s06949,bianca riley,2011-11-25,3,537.693.5229x188,14
5945,s06950,timothy williams,2008-10-11,3,482.960.8297x872,17
5946,s06952,mary james,2007-08-02,4,001-453-648-9912x26513,18
5947,s06953,autumn graham,2014-12-31,2,292.640.0030x8080,11
5948,s06954,holly green,2015-11-28,1,629-711-2781x246,10
5949,s06955,dr. denise wilson,2013-10-11,5,547-930-6769,12
5950,s06958,david perez,2008-11-19,1,001-811-268-2261,17
5951,s06959,nathaniel rodriguez,2015-09-02,2,293.721.5798x18808,10
5952,s06960,andrea kim,2012-07-24,3,(973)793-3195x850,13
5953,s06962,gabriel reed,2010-08-24,1,910.203.4689x60836,15
5954,s06964,jackson carpenter,2010-02-23,3,(715)321-2634,15
5955,s06965,heather bailey,2010-03-01,4,524-271-1956,15
5956,s06966,sylvia sweeney,2017-12-26,2,+1-584-733-0092x5671,8
5957,s06967,michele hatfield,2014-09-24,2,(504)703-2721x80798,11
5958,s06968,darrell morton,2009-10-26,1,300-653-6970x42286,16
5959,s06970,robert huff,2010-06-14,1,001-246-542-2801x65001,15
5960,s06971,wendy alvarez,2012-12-04,1,485.935.1040x1043,13
5961,s06972,amy morton,2014-10-31,1,403.723.1516x2356,11
5962,s06973,hannah holland,2014-08-07,5,001-800-929-2167x926,11
5963,s06974,keith smith,2009-03-21,4,(877)328-0065x185,16
5964,s06975,ryan johnson,2017-11-07,1,(314)659-1017x8552,8
5965,s06976,ryan mejia,2008-06-22,5,570-725-6644,17
5966,s06977,joshua delgado,2009-05-29,4,001-269-653-1039x1701,16
5967,s06978,gary guzman,2017-01-04,3,8282058744,8
5968,s06980,jim holt,2013-02-06,4,(448)831-2487,12
5969,s06981,stacey gonzales,2011-06-04,4,586-878-2332x5554,14
5970,s06982,lisa thomas,2013-10-31,4,(948)394-0176,12
5971,s06983,rebecca reeves,2012-04-21,5,240.476.3984x40264,13
5972,s06984,maxwell lawson,2007-05-02,4,6508923268,18
5973,s06985,richard aguirre,2014-03-23,3,+1-311-979-5535x70578,11
5974,s06986,kenneth snyder,2012-06-29,1,311-537-3403,13
5975,s06988,andrew evans,2008-01-01,2,(207)927-2328x3994,17
5976,s06989,alexandra lee,2009-10-08,3,(610)826-4260x2243,16
5977,s06991,traci coleman,2018-04-21,4,969-592-2638,7
5978,s06993,melissa meyer,2011-03-22,5,501-530-5331x089,14
5979,s06996,michael smith dvm,2014-06-26,2,3985592506,11
5980,s06997,megan stewart,2015-09-16,4,683.722.4109,10
5981,s06998,steven brown,2013-09-23,2,+1-534-387-7067,12
5982,s07000,daniel jacobs,2013-12-08,3,+1-995-881-1622x218,12
5983,s07001,eric taylor,2016-06-17,4,236.954.3570x476,9
5984,s07002,elizabeth stark,2018-10-21,2,(549)862-9316x468,7
5985,s07003,james terry,2016-10-18,3,(232)734-1767x8586,9
5986,s07004,jennifer nixon,2011-10-30,5,856.246.9362x23120,14
5987,s07005,paul woods,2010-05-10,2,+1-924-705-3919,15
5988,s07006,stephanie wright,2009-02-19,3,+1-550-985-4048x30781,16
5989,s07007,francis morrison,2009-01-18,4,430-344-6561x59269,16
5990,s07008,lori nolan,2013-04-19,5,+1-818-260-8801x11350,12
5991,s07009,daniel green,2018-01-03,5,7569829893,7
5992,s07010,hayley clark,2011-03-29,4,+1-640-599-5522x464,14
5993,s07012,tiffany martin,2015-03-27,5,938-461-0346x6105,10
5994,s07013,angela jenkins,2010-07-07,2,627.789.9688x6969,15
5995,s07014,kenneth brown,2011-02-12,3,590-204-5648x16389,14
5996,s07015,melissa scott,2010-08-20,3,630.213.3708x811,15
5997,s07016,rebekah butler,2011-12-29,3,529-873-5992x21960,14
5998,s07017,diana pruitt,2017-11-23,5,+1-533-590-2960x98999,8
5999,s07018,yvonne stone,2013-05-21,3,(360)991-3226,12
6000,s07019,madison cannon,2015-07-04,3,(873)344-8783,10
6001,s07020,robert harris,2017-10-02,3,288.434.8603,8
6002,s07021,jared sanchez,2013-10-29,1,001-889-780-4317x27399,12
6003,s07022,amanda huff,2007-01-11,3,+1-763-573-2617,18
6004,s07023,earl rose,2007-12-15,4,(679)904-8608x56332,18
6005,s07024,andrea davies,2012-01-16,1,001-375-875-4654,13
6006,s07025,taylor wilson,2006-08-02,1,358.669.7476x4489,19
6007,s07026,bradley scott,2008-09-15,5,5312611899,17
6008,s07027,brent hawkins,2016-04-29,2,305-937-7843,9
6009,s07028,danielle reyes,2012-12-29,5,751.513.2836x0326,13
6010,s07029,jennifer thornton,2017-05-11,2,001-294-586-6417,8
6011,s07030,james marshall,2011-08-21,4,(295)320-8041x1507,14
6012,s07031,david patel,2009-09-01,5,606.763.1700,16
6013,s07032,kevin gordon,2017-07-10,3,+1-205-849-0389,8
6014,s07033,kelly martin,2009-01-03,2,001-437-618-3423x29261,16
6015,s07035,brandy lee,2015-04-22,5,001-714-681-7077,10
6016,s07036,brianna gonzalez,2012-11-27,4,(912)455-6085x998,13
6017,s07037,jason hooper md,2015-06-28,1,(352)497-8800x4809,10
6018,s07038,austin lawrence,2011-01-30,3,001-940-399-7028x62909,14
6019,s07039,patrick preston,2012-10-17,5,971-492-6624,13
6020,s07040,wayne holland,2018-06-28,5,+1-695-881-6369x31562,7
6021,s07042,pamela skinner,2006-11-30,4,666.313.7994x98173,19
6022,s07043,holly collins,2013-05-17,4,595-298-2218x1469,12
6023,s07044,nicholas wright,2009-11-20,4,001-529-531-2398,16
6024,s07045,david payne,2015-09-04,2,(751)303-9027,10
6025,s07046,william rodriguez,2007-10-04,3,351-958-2942,18
6026,s07048,kathryn jenkins,2016-07-31,4,+1-637-802-7673x62762,9
6027,s07049,megan gomez,2010-07-28,5,001-394-623-6713x40906,15
6028,s07050,deborah freeman,2014-03-19,1,+1-514-476-4984x197,11
6029,s07051,jose williams,2016-07-11,2,001-281-618-2612x793,9
6030,s07052,joyce howard,2006-08-13,3,+1-229-371-0330,19
6031,s07053,bradley brown,2009-12-09,3,580-916-5892x65332,16
6032,s07054,briana watkins,2013-12-25,3,+1-979-936-6377x569,12
6033,s07055,susan perez,2017-07-03,2,397-569-1184,8
6034,s07056,david madden,2007-09-14,4,2707496830,18
6035,s07058,joseph fletcher,2018-05-13,1,4752616409,7
6036,s07060,brandon richardson,2013-03-03,5,349-617-7421x284,12
6037,s07062,wendy carroll,2017-07-09,1,551.218.9190,8
6038,s07063,robert mills,2016-09-27,4,488.482.4181,9
6039,s07064,theodore turner,2013-06-24,3,264-890-7375,12
6040,s07065,sarah cervantes,2013-09-15,1,549-965-6983x18643,12
6041,s07066,lisa esparza,2017-08-05,1,+1-367-785-4138,8
6042,s07067,stephanie cook,2013-12-12,2,(216)569-9179,12
6043,s07068,james oconnor,2015-01-18,2,960-261-3467x0238,10
6044,s07069,darryl henderson,2012-01-03,5,697-947-3191x640,13
6045,s07070,timothy rose,2010-01-27,5,+1-410-703-4808x1971,15
6046,s07071,angel clark,2012-06-21,5,733.249.1517,13
6047,s07073,jonathan hines,2016-01-23,5,795-749-2865x55418,9
6048,s07074,grace watkins,2014-12-25,1,(394)939-4800x919,11
6049,s07075,mr. joe watts,2007-01-30,5,001-583-939-9604x800,18
6050,s07077,angel nunez,2008-03-15,3,+1-346-388-6004,17
6051,s07078,jill herman,2017-01-22,4,001-743-427-8572x384,8
6052,s07080,natalie clark,2014-07-27,5,2675136933,11
6053,s07081,christy murphy,2016-10-19,5,001-501-610-5464,9
6054,s07082,jennifer klein,2013-08-11,1,001-871-345-0446x42558,12
6055,s07083,paul cole,2013-01-29,3,001-388-882-3904x213,12
6056,s07084,chase jensen,2013-05-09,1,001-617-402-8491,12
6057,s07085,toni johnson,2015-02-09,2,492.517.4801,10
6058,s07086,david davis,2012-12-07,2,(525)707-1572x039,13
6059,s07087,alexis gutierrez,2006-11-05,3,449.979.5478x7478,19
6060,s07089,shaun mccullough,2010-01-18,3,214.372.3343,15
6061,s07090,jacqueline reynolds,2014-07-27,5,(396)331-5238,11
6062,s07091,corey jones,2012-06-19,3,290-898-1976x330,13
6063,s07092,allison chavez,2016-02-07,4,446.978.7680x62512,9
6064,s07093,aaron taylor,2016-07-31,5,416-863-2691,9
6065,s07094,wendy gonzalez,2010-08-07,1,592.498.2020,15
6066,s07095,erica koch,2007-10-02,4,001-632-481-0988,18
6067,s07097,danny foster,2018-05-04,1,289.958.1565,7
6068,s07098,dr. sharon bailey,2018-09-17,3,(899)264-8723,7
6069,s07099,james williams,2015-02-05,2,8443818316,10
6070,s07100,heidi lee,2015-08-05,5,001-575-831-1510x8125,10
6071,s07101,julian lopez,2006-07-12,1,652.843.7176x4224,19
6072,s07102,heather deleon,2007-05-02,4,(452)504-7366x80320,18
6073,s07103,michael flores,2008-05-25,2,+1-854-515-1738,17
6074,s07104,matthew bailey,2017-12-14,5,+1-480-863-5829,8
6075,s07105,ryan schmitt,2009-09-12,3,(306)607-7653x903,16
6076,s07107,kayla schwartz,2009-01-30,5,001-295-950-7748x5377,16
6077,s07108,ann anderson,2018-05-20,4,900-771-1936x192,7
6078,s07109,edward lamb,2016-07-14,3,404-314-2983x680,9
6079,s07110,dr. amanda morales,2017-03-27,4,795.409.2816,8
6080,s07111,phillip mayer,2011-07-14,4,001-672-350-7669x8125,14
6081,s07112,ronald austin,2014-12-29,4,277-832-8825,11
6082,s07113,megan mendez,2006-04-15,3,444-431-7638x4730,19
